sampleID,site,location,region,date,depth,mesh,flowin,flowout,distance,duration,volume,vol.cor,sieve,fraction.proc,sizeclass,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,ind_dryweight,count,totcount,abundance,tot_dryweight,biomass_dry,tot_ww,biomass_wet,lab.processor,processor.notes
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,1000,1,2-5,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,Other,Clytia,Clytia,Clytia,NA,NA,3.5,0.5,1,1,0.09,0.50,0.04,12.50,1.11,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,0.002,3,150,13.33,0.30,0.03,1.88,0.17,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,0.35,11,550,48.88,192.50,17.11,1203.13,106.93,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Echinodermata,NA,NA,NA,NA,NA,Other,Echinodermata,Echinodermata,Echinodermata,NA,NA,<2,0.005,39,1950,173.30,9.75,0.87,180.56,16.05,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,1000,1,1-2,Chordata,Actinopterygii,NA,NA,NA,NA,Other,Actinopterygii,Actinopterygii,Egg (fish),NA,NA,<2,0.02,2,2,0.18,0.04,0.00,0.74,0.07,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,0.0045,20,1000,88.87,4.50,0.40,83.33,7.41,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,0.005,207,10350,919.84,51.75,4.60,398.08,35.38,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod egg,NA,NA,<2,0.002,13,650,57.77,1.30,0.12,5.65,0.50,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod veliger,veliger,NA,<2,0.0026,1,50,4.44,0.13,0.01,0.57,0.05,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,2-5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,0.01,50,2500,222.18,25.00,2.22,462.96,41.15,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,1000,1,5-10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,NA,NA,Other,Pandeidae,Pandeidae,Pandeidae,NA,NA,5.25,0.7,2,2,0.18,1.40,0.12,35.00,3.11,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,NA,NA,Other,Pandeidae,Pandeidae,Pandeidae,NA,NA,<2,0.1,1,50,4.44,5.00,0.44,125.00,11.11,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,0.0068,7,350,31.11,2.38,0.21,14.88,1.32,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,0.005,4,200,17.77,1.00,0.09,7.69,0.68,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,0.005,45,2250,199.96,11.25,1.00,86.54,7.69,Andrea Le,
QPK1019,D07,DI,Central,2015-05-21,0,250,29274,29272,-0.053746054,0:03:01,-0.010547663,11.25197,250,0.02,<1,Annelida,Polychaeta,NA,NA,NA,NA,Other,Polychaeta,Polychaeta,Polychaete trocophore,NA,NA,<2,0.011,1,50,4.44,0.55,0.05,4.23,0.38,Andrea Le,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,M,<2,0.0055,1,94,6.26,0.52,0.03,3.24,0.22,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,F,<2,0.0055,1,94,6.26,0.52,0.03,3.24,0.22,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,2000,1,5-10,Cnidaria,Hydrozoa,Leptomedusae,Aequoreidae,Aequorea,victoria,Other,Aequorea,Aequorea,Aequorea victoria,NA,NA,49,150,1,1,0.07,150.00,9.96,3750.00,248.99,Sam James,
JSPK1100,J07,JS,South,2016-05-27,0,250,604764,606548,47.94147994,NA,9.408515439,9.2503,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,Decapod ,Porcellanidae,Porcellanidae,Porcellanidae,zoea,NA,3,0.57,3,3,0.32,1.71,0.18,9.50,1.03,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,0.04,120,11321,751.67,452.83,30.07,2830.19,187.92,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,0.0026,11,1038,68.90,2.70,0.18,16.86,1.12,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,M,<2,0.018,1,94,6.26,1.70,0.11,10.61,0.70,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,0.003,4,377,25.06,1.13,0.08,7.08,0.47,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,0.002,8,755,50.11,1.51,0.10,9.43,0.63,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,2000,1,1-2,Ctenophora,NA,NA,NA,NA,NA,Other,Ctenophora,Ctenophora,Ctenophore,NA,NA,15,5.1,6,6,0.40,30.60,2.03,765.00,50.79,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,0.35,35,3302,219.24,1155.66,76.73,7222.88,479.58,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,1000,1,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,1.5,,2,2,0.13,0.00,0.00,0.00,0.00,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,0.0045,3,283,18.79,1.27,0.08,23.58,1.57,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,0.005,270,25472,1691.25,127.36,8.46,979.68,65.05,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Flatworm,NA,NA,<2,0.0045,1,94,6.26,0.42,0.03,3.27,0.22,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod,NA,NA,<2,0.0026,1,94,6.26,0.25,0.02,1.07,0.07,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,1-2,Arthropoda,Malacostraca,Decapoda,Grapsidae,NA,NA,Decapod ,Grapsidae,Grapsidae,Grapsidae,NA,NA,<2,0.1,1,94,6.26,9.43,0.63,52.41,3.48,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Cnidaria,Hydrozoa,NA,NA,NA,NA,Other,Hydrozoa,Hydrozoa,Hydrozoan,NA,NA,<2,0.1,8,755,50.11,75.47,5.01,1886.79,125.28,Sam James,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,Amphipod ,Gammaridae,Amphipoda,Gammarid,NA,NA,4,0.2,1,1,0.10,0.20,0.02,0.83,0.08,Andrea Le,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,1-2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,0.01,11,1038,68.90,10.38,0.69,192.17,12.76,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,parvus,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus parvus,NA,NA,<2,0.0068,76,7170,476.06,48.75,3.24,304.72,20.23,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,250,0.0106,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,0.005,62,5849,388.36,29.25,1.94,224.96,14.94,Sam James,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,0.0055,24,800,51.36,4.40,0.28,27.50,1.77,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,0.04,6,200,12.84,8.00,0.51,50.00,3.21,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,0.0026,1,33,2.14,0.09,0.01,0.54,0.03,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,0.002,1,33,2.14,0.07,0.00,1.23,0.08,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,C5,NA,2.8,0.13,2,2,0.12,0.26,0.02,1.63,0.10,Andrea Le,
JSPK1048,J02,JS,North,2015-06-09,0,250,203624,206764,84.38130438,NA,16.55983098,17.15639246,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetidius,diveregns,Calanoid copepod,Aetidius,Aetidius,Aetidius divergens,NA,NA,2.8,0.1,2,2,0.12,0.20,0.01,1.25,0.07,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,<2,0.08,2,67,4.28,5.33,0.34,33.33,2.14,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod ,Majidae,Majidae,Majidae,NA,NA,3.1,0.57,2,2,0.19,1.14,0.11,6.33,0.60,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,F,<2,0.018,5,167,10.70,3.00,0.19,18.75,1.20,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,M,<2,0.018,4,133,8.56,2.40,0.15,15.00,0.96,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,0.018,1,33,2.14,0.60,0.04,3.75,0.24,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,Other,Clytia,Clytia,Clytia,NA,NA,<2,0.1,1,33,2.14,3.33,0.21,83.33,5.35,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,0.0003,2,67,4.28,0.02,0.00,0.13,0.01,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,0.003,17,567,36.38,1.70,0.11,10.63,0.68,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,0.003,1,33,2.14,0.10,0.01,0.63,0.04,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C3,NA,<2,0.003,1,33,2.14,0.10,0.01,0.63,0.04,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,0.002,9,300,19.26,0.60,0.04,3.75,0.24,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,1000,1,1-2,Chordata,Actinopterygii,NA,NA,NA,NA,Other,Actinopterygii,Actinopterygii,Egg (fish),NA,NA,<2,0.02,1,1,0.06,0.02,0.00,0.37,0.02,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,0.0045,1,33,2.14,0.15,0.01,2.78,0.18,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,<C5,NA,<2,0.03,1,33,2.14,1.00,0.06,6.25,0.40,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid calytopsis,NA,NA,<2,0.003,2,67,4.28,0.20,0.01,0.88,0.06,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,0.005,32,1067,68.48,5.33,0.34,41.03,2.63,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod egg,NA,NA,<2,0.002,116,3867,248.23,7.73,0.50,33.62,2.16,Andrea Le,
JSPK1041,J06,JS,North,2015-06-07,0,250,174275,179433,138.6110726,NA,27.202423,28.03642872,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,NA,NA,Amphipod ,Hyperiidae,Hyperiidae,Hyperiid amphipod,NA,NA,4.2,0.2,1,1,0.04,0.20,0.01,0.83,0.03,Andrea Le,
JSPK1093,J07,JS,South,2015-06-29,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Hippolytidae,NA,NA,Decapod ,Hippolytidae,Decapoda,Hippolytidae zoea,zoea,NA,3.25,0.57,2,2,0.12,1.14,0.07,6.33,0.39,Jihyun Kim,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod ,Majidae,Majidae,Majidae,NA,NA,<2,0.1,2,67,4.28,6.67,0.43,37.04,2.38,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,2-5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,0.01,13,433,27.82,4.33,0.28,80.25,5.15,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,Other,Oithona,Oithona,Oithona,NA,NA,<2,0.0015,1,33,2.14,0.05,0.00,0.31,0.02,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,0.0068,60,2000,128.40,13.60,0.87,85.00,5.46,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,0.005,1,33,2.14,0.17,0.01,1.28,0.08,Andrea Le,
JSPK1100,J07,JS,South,2016-05-27,0,250,604764,606548,47.94147994,NA,9.408515439,9.2503,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod ,Majidae,Majidae,Majidae,zoea,NA,3.25,0.57,2,2,0.22,1.14,0.12,6.33,0.68,Sam James,
JSPK1075,J07,JS,South,2015-06-20,0,250,314375,319287,132.000308,NA,25.90506045,27.37438514,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,Decapod ,Pinnotheridae,Pinnotheridae,Pinnotheridae,NA,NA,3.3,0.095,7,7,0.26,0.67,0.02,3.69,0.13,Andrea Le,
QPK1045,D07,DI,Central,2015-06-09,0,250,91710,94621,78.22738123,NA,15.35212357,15.57664106,250,0.03,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,0.012,9,300,19.26,3.60,0.23,22.50,1.44,Andrea Le,
JSPK1112,J07,JS,South,2016-06-03,0,250,629297,633090,101.9293909,0:02:02,20.00364297,21.70554094,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,Decapod ,Pinnotheridae,Pinnotheridae,Pinnotheridae,NA,NA,3.3,0.095,1,1,0.05,0.10,0.00,0.53,0.02,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,250,0.18,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,0.0055,25,139,8.23,0.76,0.05,4.77,0.28,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,2000,1,2-5,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Annatiara,affinis,Other,Annatiara,Annatiara,Annatiara affinis,NA,NA,3.5,0.15,1,1,0.06,0.15,0.01,3.75,0.22,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,250,0.18,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,0.04,2,11,0.66,0.44,0.03,2.78,0.16,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,250,0.18,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,0.0026,2,11,0.66,0.03,0.00,0.18,0.01,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,250,0.18,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,0.002,1,6,0.33,0.01,0.00,0.21,0.01,Andrea Le,
JSPK1041,J06,JS,North,2015-06-07,0,250,174275,179433,138.6110726,NA,27.202423,28.03642872,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,2.8,0.25,81,81,2.89,20.25,0.72,126.56,4.51,Andrea Le,
JSPK1041,J06,JS,North,2015-06-07,0,250,174275,179433,138.6110726,NA,27.202423,28.03642872,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,<C5,F,2.8,0.13,4,4,0.14,0.52,0.02,3.25,0.12,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,250,0.18,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,C5,NA,<2,0.018,3,17,0.99,0.30,0.02,1.88,0.11,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,250,0.18,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,M,<2,0.018,12,67,3.95,1.20,0.07,7.50,0.44,Andrea Le,
QPK1049,D07,DI,Central,2015-06-13,0,250,104000,107151,84.67690768,0:03:01,16.61784313,16.88057615,250,0.18,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,0.0003,1,6,0.33,0.00,0.00,0.01,0.00,Andrea Le,
